5408, 12300, 5408, 97763, 5408, 5408, 1, 1, bread, onion, bread, grape_juice, bread 
18450, 42488, 6050, 5408, 42488, 6050, 0, 1, cereal, orange_juice, corn, bread, orange_juice 
2304, 30880, 5408, 6050, 6050, 6050, 2, 2, orange, crackers, bread, corn, corn 
42488, 6050, 97763, 5408, 97763, 6050, 1, 0, orange_juice, corn, grape_juice, bread, grape_juice 
30880, 97763, 2087, 42488, 97763, 2087, 0, 1, crackers, grape_juice, apple, orange_juice, grape_juice 
5408, 2087, 18450, 17059, 18450, 2087, 1, 0, bread, apple, cereal, jelly, cereal 
17059, 2087, 17059, 30880, 17059, 17059, 1, 1, jelly, apple, jelly, crackers, jelly 
17059, 14073, 6050, 97763, 97763, 6050, 2, 1, jelly, coke, corn, grape_juice, grape_juice 
12300, 30880, 18450, 2087, 2087, 2087, 2, 2, onion, crackers, cereal, apple, apple 
18450, 2087, 6050, 5408, 6050, 6050, 1, 1, cereal, apple, corn, bread, corn 
17059, 2087, 12300, 30880, 30880, 2087, 2, 0, jelly, apple, onion, crackers, crackers 
2087, 30880, 14073, 53070, 53070, 14073, 2, 1, apple, crackers, coke, potato_chips, potato_chips 
53070, 12300, 97763, 2304, 12300, 2304, 0, 2, potato_chips, onion, grape_juice, orange, onion 
14073, 6050, 2087, 97763, 97763, 6050, 2, 0, coke, corn, apple, grape_juice, grape_juice 
5408, 14073, 42488, 2304, 2304, 2304, 2, 2, bread, coke, orange_juice, orange, orange 
17059, 2087, 6050, 5408, 5408, 6050, 2, 1, jelly, apple, corn, bread, bread 
97763, 18450, 5408, 6050, 18450, 5408, 0, 1, grape_juice, cereal, bread, corn, cereal 
30880, 30880, 5408, 42488, 30880, 30880, 0, 0, crackers, crackers, bread, orange_juice, crackers 
5408, 53070, 97763, 17059, 17059, 17059, 2, 2, bread, potato_chips, grape_juice, jelly, jelly 
12300, 30880, 2087, 6050, 2087, 6050, 1, 2, onion, crackers, apple, corn, apple 
18450, 2087, 6050, 53070, 53070, 6050, 2, 1, cereal, apple, corn, potato_chips, potato_chips 
30880, 2087, 12300, 5408, 5408, 2087, 2, 0, crackers, apple, onion, bread, bread 
30880, 2087, 12300, 5408, 5408, 2087, 2, 0, crackers, apple, onion, bread, bread 
14073, 17059, 30880, 12300, 17059, 12300, 0, 2, coke, jelly, crackers, onion, jelly 
30880, 97763, 2087, 5408, 5408, 2087, 2, 1, crackers, grape_juice, apple, bread, bread 
17059, 12300, 97763, 42488, 97763, 12300, 1, 0, jelly, onion, grape_juice, orange_juice, grape_juice 
2304, 6050, 18450, 42488, 42488, 6050, 2, 0, orange, corn, cereal, orange_juice, orange_juice 
14073, 2087, 42488, 6050, 42488, 6050, 1, 2, coke, apple, orange_juice, corn, orange_juice 
17059, 97763, 2087, 5408, 97763, 5408, 0, 2, jelly, grape_juice, apple, bread, grape_juice 
42488, 12300, 97763, 42488, 42488, 42488, 2, 2, orange_juice, onion, grape_juice, orange_juice, orange_juice 
14073, 17059, 42488, 97763, 42488, 42488, 1, 1, coke, jelly, orange_juice, grape_juice, orange_juice 
30880, 2087, 17059, 30880, 30880, 30880, 2, 2, crackers, apple, jelly, crackers, crackers 
30880, 53070, 97763, 2304, 53070, 2304, 0, 2, crackers, potato_chips, grape_juice, orange, potato_chips 
97763, 2087, 53070, 42488, 42488, 2087, 2, 0, grape_juice, apple, potato_chips, orange_juice, orange_juice 
30880, 2304, 53070, 18450, 53070, 2304, 1, 0, crackers, orange, potato_chips, cereal, potato_chips 
5408, 18450, 53070, 14073, 53070, 18450, 1, 0, bread, cereal, potato_chips, coke, potato_chips 
53070, 42488, 53070, 14073, 53070, 53070, 1, 1, potato_chips, orange_juice, potato_chips, coke, potato_chips 
18450, 2087, 6050, 53070, 53070, 6050, 2, 1, cereal, apple, corn, potato_chips, potato_chips 
42488, 18450, 53070, 6050, 6050, 6050, 2, 2, orange_juice, cereal, potato_chips, corn, corn 
97763, 97763, 5408, 14073, 97763, 97763, 0, 0, grape_juice, grape_juice, bread, coke, grape_juice 
5408, 14073, 53070, 2304, 2304, 2304, 2, 2, bread, coke, potato_chips, orange, orange 
97763, 17059, 53070, 2087, 17059, 2087, 0, 2, grape_juice, jelly, potato_chips, apple, jelly 
18450, 2304, 30880, 53070, 30880, 2304, 1, 0, cereal, orange, crackers, potato_chips, crackers 
12300, 17059, 14073, 18450, 17059, 14073, 0, 1, onion, jelly, coke, cereal, jelly 
42488, 30880, 42488, 17059, 42488, 42488, 1, 1, orange_juice, crackers, orange_juice, jelly, orange_juice 
14073, 17059, 6050, 53070, 53070, 6050, 2, 1, coke, jelly, corn, potato_chips, potato_chips 
2304, 42488, 12300, 2304, 2304, 2304, 2, 2, orange, orange_juice, onion, orange, orange 
2304, 42488, 97763, 14073, 42488, 14073, 0, 2, orange, orange_juice, grape_juice, coke, orange_juice 
6050, 18450, 53070, 6050, 6050, 6050, 2, 2, corn, cereal, potato_chips, corn, corn 
18450, 5408, 18450, 97763, 18450, 18450, 1, 1, cereal, bread, cereal, grape_juice, cereal 
5408, 42488, 17059, 5408, 5408, 5408, 2, 2, bread, orange_juice, jelly, bread, bread 
17059, 42488, 6050, 5408, 42488, 6050, 0, 1, jelly, orange_juice, corn, bread, orange_juice 
6050, 12300, 97763, 30880, 12300, 12300, 0, 0, corn, onion, grape_juice, crackers, onion 
2087, 2087, 42488, 14073, 2087, 2087, 0, 0, apple, apple, orange_juice, coke, apple 
6050, 6050, 30880, 53070, 6050, 6050, 0, 0, corn, corn, crackers, potato_chips, corn 
17059, 97763, 5408, 14073, 97763, 5408, 0, 1, jelly, grape_juice, bread, coke, grape_juice 
30880, 42488, 53070, 2304, 53070, 2304, 1, 2, crackers, orange_juice, potato_chips, orange, potato_chips 
18450, 12300, 53070, 17059, 17059, 17059, 2, 2, cereal, onion, potato_chips, jelly, jelly 
42488, 14073, 6050, 5408, 14073, 6050, 0, 1, orange_juice, coke, corn, bread, coke 
14073, 12300, 14073, 17059, 14073, 14073, 1, 1, coke, onion, coke, jelly, coke 
2087, 30880, 2087, 6050, 2087, 2087, 1, 1, apple, crackers, apple, corn, apple 
2304, 12300, 17059, 6050, 6050, 6050, 2, 2, orange, onion, jelly, corn, corn 
42488, 5408, 2304, 53070, 2304, 2304, 1, 1, orange_juice, bread, orange, potato_chips, orange 
53070, 2087, 97763, 12300, 12300, 2087, 2, 0, potato_chips, apple, grape_juice, onion, onion 
53070, 42488, 6050, 17059, 6050, 6050, 1, 1, potato_chips, orange_juice, corn, jelly, corn 
6050, 30880, 12300, 42488, 12300, 12300, 1, 1, corn, crackers, onion, orange_juice, onion 
97763, 2087, 42488, 6050, 42488, 2087, 1, 0, grape_juice, apple, orange_juice, corn, orange_juice 
14073, 97763, 6050, 17059, 97763, 6050, 0, 1, coke, grape_juice, corn, jelly, grape_juice 
2304, 14073, 5408, 2087, 2087, 5408, 2, 1, orange, coke, bread, apple, apple 
30880, 30880, 6050, 17059, 30880, 30880, 0, 0, crackers, crackers, corn, jelly, crackers 
53070, 6050, 30880, 97763, 6050, 6050, 0, 0, potato_chips, corn, crackers, grape_juice, corn 
17059, 97763, 53070, 6050, 97763, 6050, 0, 2, jelly, grape_juice, potato_chips, corn, grape_juice 
14073, 5408, 2304, 17059, 5408, 2304, 0, 1, coke, bread, orange, jelly, bread 
6050, 12300, 14073, 17059, 12300, 14073, 0, 1, corn, onion, coke, jelly, onion 
5408, 2087, 12300, 5408, 5408, 5408, 2, 2, bread, apple, onion, bread, bread 
12300, 2087, 42488, 18450, 2087, 2087, 0, 0, onion, apple, orange_juice, cereal, apple 
6050, 12300, 5408, 6050, 6050, 6050, 2, 2, corn, onion, bread, corn, corn 
5408, 2304, 5408, 14073, 5408, 5408, 1, 1, bread, orange, bread, coke, bread 
14073, 6050, 5408, 2304, 2304, 6050, 2, 0, coke, corn, bread, orange, orange 
18450, 53070, 18450, 5408, 18450, 18450, 1, 1, cereal, potato_chips, cereal, bread, cereal 
6050, 42488, 17059, 5408, 5408, 5408, 2, 2, corn, orange_juice, jelly, bread, bread 
30880, 14073, 30880, 42488, 30880, 30880, 1, 1, crackers, coke, crackers, orange_juice, crackers 
53070, 97763, 42488, 53070, 53070, 53070, 2, 2, potato_chips, grape_juice, orange_juice, potato_chips, potato_chips 
12300, 17059, 2304, 12300, 12300, 12300, 2, 2, onion, jelly, orange, onion, onion 
97763, 17059, 42488, 12300, 42488, 17059, 1, 0, grape_juice, jelly, orange_juice, onion, orange_juice 
30880, 97763, 14073, 2304, 97763, 2304, 0, 2, crackers, grape_juice, coke, orange, grape_juice 
2087, 53070, 6050, 12300, 12300, 6050, 2, 1, apple, potato_chips, corn, onion, onion 
2087, 14073, 2087, 2304, 2087, 2087, 1, 1, apple, coke, apple, orange, apple 
5408, 17059, 6050, 18450, 17059, 6050, 0, 1, bread, jelly, corn, cereal, jelly 
18450, 18450, 53070, 14073, 18450, 18450, 0, 0, cereal, cereal, potato_chips, coke, cereal 
53070, 18450, 30880, 12300, 30880, 12300, 1, 2, potato_chips, cereal, crackers, onion, crackers 
6050, 2304, 18450, 5408, 2304, 2304, 0, 0, corn, orange, cereal, bread, orange 
18450, 53070, 97763, 2304, 2304, 2304, 2, 2, cereal, potato_chips, grape_juice, orange, orange 
2304, 14073, 2087, 2304, 2304, 2304, 2, 2, orange, coke, apple, orange, orange 
17059, 2087, 6050, 53070, 2087, 6050, 0, 1, jelly, apple, corn, potato_chips, apple 
53070, 2304, 53070, 18450, 53070, 53070, 1, 1, potato_chips, orange, potato_chips, cereal, potato_chips 
30880, 2087, 12300, 5408, 5408, 2087, 2, 0, crackers, apple, onion, bread, bread 
5408, 53070, 97763, 2304, 97763, 2304, 1, 2, bread, potato_chips, grape_juice, orange, grape_juice 
53070, 5408, 2304, 53070, 53070, 53070, 2, 2, potato_chips, bread, orange, potato_chips, potato_chips 
97763, 6050, 17059, 14073, 14073, 6050, 2, 0, grape_juice, corn, jelly, coke, coke 
17059, 6050, 30880, 97763, 30880, 6050, 1, 0, jelly, corn, crackers, grape_juice, crackers 
5408, 97763, 14073, 2304, 14073, 2304, 1, 2, bread, grape_juice, coke, orange, coke 
14073, 5408, 2304, 2087, 5408, 2304, 0, 1, coke, bread, orange, apple, bread 
18450, 97763, 5408, 17059, 5408, 17059, 1, 2, cereal, grape_juice, bread, jelly, bread 
42488, 14073, 6050, 2304, 2304, 6050, 2, 1, orange_juice, coke, corn, orange, orange 
14073, 6050, 30880, 97763, 97763, 6050, 2, 0, coke, corn, crackers, grape_juice, grape_juice 
30880, 42488, 53070, 14073, 53070, 14073, 1, 2, crackers, orange_juice, potato_chips, coke, potato_chips 
12300, 6050, 17059, 14073, 6050, 6050, 0, 0, onion, corn, jelly, coke, corn 
5408, 17059, 2087, 12300, 17059, 12300, 0, 2, bread, jelly, apple, onion, jelly 
14073, 97763, 17059, 2087, 97763, 2087, 0, 2, coke, grape_juice, jelly, apple, grape_juice 
30880, 30880, 53070, 5408, 30880, 30880, 0, 0, crackers, crackers, potato_chips, bread, crackers 
2087, 2087, 18450, 14073, 2087, 2087, 0, 0, apple, apple, cereal, coke, apple 
53070, 14073, 5408, 2087, 5408, 2087, 1, 2, potato_chips, coke, bread, apple, bread 
2304, 30880, 53070, 2087, 2087, 2087, 2, 2, orange, crackers, potato_chips, apple, apple 
14073, 2304, 5408, 14073, 14073, 14073, 2, 2, coke, orange, bread, coke, coke 
2087, 6050, 2087, 2304, 2087, 2087, 1, 1, apple, corn, apple, orange, apple 
18450, 2304, 5408, 12300, 5408, 2304, 1, 0, cereal, orange, bread, onion, bread 
12300, 2087, 42488, 18450, 2087, 2087, 0, 0, onion, apple, orange_juice, cereal, apple 
30880, 97763, 18450, 42488, 18450, 18450, 1, 1, crackers, grape_juice, cereal, orange_juice, cereal 
97763, 2304, 30880, 53070, 53070, 2304, 2, 0, grape_juice, orange, crackers, potato_chips, potato_chips 
97763, 97763, 12300, 6050, 97763, 97763, 0, 0, grape_juice, grape_juice, onion, corn, grape_juice 
42488, 18450, 12300, 2087, 18450, 2087, 0, 2, orange_juice, cereal, onion, apple, cereal 
18450, 53070, 6050, 12300, 53070, 6050, 0, 1, cereal, potato_chips, corn, onion, potato_chips 
12300, 18450, 12300, 53070, 12300, 12300, 1, 1, onion, cereal, onion, potato_chips, onion 
14073, 97763, 17059, 14073, 14073, 14073, 2, 2, coke, grape_juice, jelly, coke, coke 
97763, 12300, 2304, 6050, 2304, 6050, 1, 2, grape_juice, onion, orange, corn, orange 
53070, 97763, 2087, 5408, 5408, 2087, 2, 1, potato_chips, grape_juice, apple, bread, bread 
17059, 53070, 97763, 12300, 97763, 12300, 1, 2, jelly, potato_chips, grape_juice, onion, grape_juice 
5408, 2087, 18450, 6050, 2087, 6050, 0, 2, bread, apple, cereal, corn, apple 
2087, 97763, 17059, 2087, 2087, 2087, 2, 2, apple, grape_juice, jelly, apple, apple 
14073, 5408, 6050, 53070, 53070, 6050, 2, 1, coke, bread, corn, potato_chips, potato_chips 
17059, 12300, 6050, 18450, 6050, 6050, 1, 1, jelly, onion, corn, cereal, corn 
14073, 42488, 6050, 17059, 17059, 6050, 2, 1, coke, orange_juice, corn, jelly, jelly 
42488, 6050, 97763, 5408, 97763, 6050, 1, 0, orange_juice, corn, grape_juice, bread, grape_juice 
6050, 2087, 17059, 2304, 2087, 2304, 0, 2, corn, apple, jelly, orange, apple 
18450, 97763, 5408, 17059, 17059, 17059, 2, 2, cereal, grape_juice, bread, jelly, jelly 
12300, 97763, 17059, 12300, 12300, 12300, 2, 2, onion, grape_juice, jelly, onion, onion 
97763, 42488, 53070, 5408, 42488, 5408, 0, 2, grape_juice, orange_juice, potato_chips, bread, orange_juice 
6050, 6050, 2304, 17059, 6050, 6050, 0, 0, corn, corn, orange, jelly, corn 
17059, 42488, 12300, 5408, 42488, 5408, 0, 2, jelly, orange_juice, onion, bread, orange_juice 
53070, 2087, 53070, 42488, 53070, 53070, 1, 1, potato_chips, apple, potato_chips, orange_juice, potato_chips 
53070, 97763, 18450, 6050, 97763, 6050, 0, 2, potato_chips, grape_juice, cereal, corn, grape_juice 
14073, 12300, 42488, 6050, 42488, 6050, 1, 2, coke, onion, orange_juice, corn, orange_juice 
2304, 30880, 42488, 17059, 17059, 30880, 2, 0, orange, crackers, orange_juice, jelly, jelly 
5408, 2304, 2087, 42488, 2087, 2304, 1, 0, bread, orange, apple, orange_juice, apple 
18450, 42488, 14073, 17059, 42488, 17059, 0, 2, cereal, orange_juice, coke, jelly, orange_juice 
53070, 14073, 53070, 97763, 53070, 53070, 1, 1, potato_chips, coke, potato_chips, grape_juice, potato_chips 
2087, 30880, 12300, 14073, 12300, 14073, 1, 2, apple, crackers, onion, coke, onion 
5408, 14073, 6050, 97763, 6050, 6050, 1, 1, bread, coke, corn, grape_juice, corn 
5408, 97763, 17059, 2087, 17059, 2087, 1, 2, bread, grape_juice, jelly, apple, jelly 
97763, 30880, 6050, 14073, 14073, 6050, 2, 1, grape_juice, crackers, corn, coke, coke 
18450, 14073, 53070, 2304, 53070, 2304, 1, 2, cereal, coke, potato_chips, orange, potato_chips 
17059, 18450, 30880, 5408, 5408, 18450, 2, 0, jelly, cereal, crackers, bread, bread 
14073, 17059, 42488, 97763, 42488, 42488, 1, 1, coke, jelly, orange_juice, grape_juice, orange_juice 
6050, 18450, 5408, 2087, 2087, 5408, 2, 1, corn, cereal, bread, apple, apple 
17059, 97763, 14073, 2304, 97763, 2304, 0, 2, jelly, grape_juice, coke, orange, grape_juice 
97763, 12300, 6050, 30880, 12300, 6050, 0, 1, grape_juice, onion, corn, crackers, onion 
30880, 17059, 2304, 12300, 2304, 2304, 1, 1, crackers, jelly, orange, onion, orange 
18450, 5408, 2304, 30880, 5408, 2304, 0, 1, cereal, bread, orange, crackers, bread 
42488, 30880, 53070, 5408, 53070, 5408, 1, 2, orange_juice, crackers, potato_chips, bread, potato_chips 
2304, 18450, 12300, 2087, 2087, 2087, 2, 2, orange, cereal, onion, apple, apple 
2087, 5408, 17059, 2087, 2087, 2087, 2, 2, apple, bread, jelly, apple, apple 
97763, 2087, 42488, 14073, 42488, 2087, 1, 0, grape_juice, apple, orange_juice, coke, orange_juice 
18450, 97763, 2304, 42488, 42488, 2304, 2, 1, cereal, grape_juice, orange, orange_juice, orange_juice 
14073, 42488, 2304, 17059, 42488, 2304, 0, 1, coke, orange_juice, orange, jelly, orange_juice 
53070, 18450, 42488, 12300, 12300, 12300, 2, 2, potato_chips, cereal, orange_juice, onion, onion 
5408, 2304, 5408, 42488, 5408, 5408, 1, 1, bread, orange, bread, orange_juice, bread 
2087, 42488, 14073, 17059, 17059, 14073, 2, 1, apple, orange_juice, coke, jelly, jelly 
2087, 17059, 18450, 30880, 17059, 18450, 0, 1, apple, jelly, cereal, crackers, jelly 
18450, 2304, 2087, 12300, 2087, 2304, 1, 0, cereal, orange, apple, onion, apple 
14073, 97763, 18450, 42488, 97763, 18450, 0, 1, coke, grape_juice, cereal, orange_juice, grape_juice 
97763, 5408, 14073, 17059, 17059, 5408, 2, 0, grape_juice, bread, coke, jelly, jelly 
97763, 18450, 5408, 2087, 18450, 5408, 0, 1, grape_juice, cereal, bread, apple, cereal 
2087, 2087, 18450, 6050, 2087, 2087, 0, 0, apple, apple, cereal, corn, apple 
17059, 5408, 2304, 17059, 17059, 17059, 2, 2, jelly, bread, orange, jelly, jelly 
30880, 53070, 17059, 18450, 18450, 18450, 2, 2, crackers, potato_chips, jelly, cereal, cereal 
6050, 18450, 5408, 2087, 18450, 5408, 0, 1, corn, cereal, bread, apple, cereal 
17059, 30880, 6050, 14073, 14073, 6050, 2, 1, jelly, crackers, corn, coke, coke 
12300, 30880, 42488, 18450, 42488, 18450, 1, 2, onion, crackers, orange_juice, cereal, orange_juice 
2087, 6050, 2087, 97763, 2087, 2087, 1, 1, apple, corn, apple, grape_juice, apple 
12300, 12300, 53070, 17059, 12300, 12300, 0, 0, onion, onion, potato_chips, jelly, onion 
17059, 97763, 18450, 42488, 97763, 18450, 0, 1, jelly, grape_juice, cereal, orange_juice, grape_juice 
30880, 2304, 53070, 2087, 2087, 2304, 2, 0, crackers, orange, potato_chips, apple, apple 
2087, 42488, 14073, 5408, 42488, 5408, 0, 2, apple, orange_juice, coke, bread, orange_juice 
12300, 30880, 2304, 17059, 2304, 2304, 1, 1, onion, crackers, orange, jelly, orange 
97763, 18450, 2304, 30880, 18450, 2304, 0, 1, grape_juice, cereal, orange, crackers, cereal 
53070, 97763, 42488, 5408, 5408, 5408, 2, 2, potato_chips, grape_juice, orange_juice, bread, bread 
30880, 42488, 53070, 2304, 53070, 2304, 1, 2, crackers, orange_juice, potato_chips, orange, potato_chips 
97763, 2087, 5408, 53070, 2087, 5408, 0, 1, grape_juice, apple, bread, potato_chips, apple 
14073, 42488, 53070, 12300, 42488, 12300, 0, 2, coke, orange_juice, potato_chips, onion, orange_juice 
12300, 30880, 2304, 97763, 2304, 2304, 1, 1, onion, crackers, orange, grape_juice, orange 
14073, 14073, 97763, 30880, 14073, 14073, 0, 0, coke, coke, grape_juice, crackers, coke 
30880, 12300, 97763, 30880, 30880, 30880, 2, 2, crackers, onion, grape_juice, crackers, crackers 
53070, 18450, 12300, 53070, 53070, 53070, 2, 2, potato_chips, cereal, onion, potato_chips, potato_chips 
5408, 2304, 12300, 30880, 30880, 2304, 2, 0, bread, orange, onion, crackers, crackers 
5408, 14073, 53070, 97763, 53070, 14073, 1, 0, bread, coke, potato_chips, grape_juice, potato_chips 
14073, 42488, 97763, 30880, 97763, 30880, 1, 2, coke, orange_juice, grape_juice, crackers, grape_juice 
42488, 5408, 18450, 42488, 42488, 42488, 2, 2, orange_juice, bread, cereal, orange_juice, orange_juice 
2304, 2087, 30880, 97763, 2087, 2087, 0, 0, orange, apple, crackers, grape_juice, apple 
53070, 6050, 14073, 53070, 53070, 53070, 2, 2, potato_chips, corn, coke, potato_chips, potato_chips 
53070, 18450, 5408, 12300, 18450, 5408, 0, 1, potato_chips, cereal, bread, onion, cereal 
2304, 42488, 2304, 17059, 2304, 2304, 1, 1, orange, orange_juice, orange, jelly, orange 
6050, 14073, 53070, 12300, 12300, 14073, 2, 0, corn, coke, potato_chips, onion, onion 
12300, 42488, 17059, 5408, 5408, 5408, 2, 2, onion, orange_juice, jelly, bread, bread 
30880, 18450, 53070, 6050, 53070, 6050, 1, 2, crackers, cereal, potato_chips, corn, potato_chips 
2304, 30880, 12300, 42488, 42488, 12300, 2, 1, orange, crackers, onion, orange_juice, orange_juice 
14073, 30880, 53070, 18450, 18450, 18450, 2, 2, coke, crackers, potato_chips, cereal, cereal 
2087, 12300, 2087, 53070, 2087, 2087, 1, 1, apple, onion, apple, potato_chips, apple 
53070, 30880, 6050, 14073, 14073, 6050, 2, 1, potato_chips, crackers, corn, coke, coke 
30880, 2087, 6050, 14073, 6050, 6050, 1, 1, crackers, apple, corn, coke, corn 
30880, 14073, 2087, 2304, 2304, 2304, 2, 2, crackers, coke, apple, orange, orange 
18450, 5408, 14073, 17059, 5408, 17059, 0, 2, cereal, bread, coke, jelly, bread 
14073, 2087, 42488, 30880, 42488, 2087, 1, 0, coke, apple, orange_juice, crackers, orange_juice 
6050, 2087, 12300, 5408, 12300, 5408, 1, 2, corn, apple, onion, bread, onion 
17059, 14073, 6050, 12300, 12300, 6050, 2, 1, jelly, coke, corn, onion, onion 
2087, 53070, 17059, 18450, 17059, 18450, 1, 2, apple, potato_chips, jelly, cereal, jelly 
18450, 5408, 17059, 2087, 5408, 2087, 0, 2, cereal, bread, jelly, apple, bread 
53070, 42488, 6050, 53070, 53070, 53070, 2, 2, potato_chips, orange_juice, corn, potato_chips, potato_chips 
12300, 2304, 2087, 12300, 12300, 12300, 2, 2, onion, orange, apple, onion, onion 
5408, 18450, 12300, 2087, 18450, 12300, 0, 1, bread, cereal, onion, apple, cereal 
12300, 30880, 53070, 5408, 53070, 5408, 1, 2, onion, crackers, potato_chips, bread, potato_chips 
